id,Estimate,MarginOfError,CTYNAME,STNAME
0500000US28107,12488,360,Panola County, Mississippi
0500000US28109,21020,538,Pearl River County, Mississippi
0500000US28111,4623,199,Perry County, Mississippi
0500000US28113,14404,431,Pike County, Mississippi
0500000US28115,10783,318,Pontotoc County, Mississippi
0500000US28117,9145,337,Prentiss County, Mississippi
0500000US28119,3027,110,Quitman County, Mississippi
0500000US28121,55909,651,Rankin County, Mississippi
0500000US28123,10180,305,Scott County, Mississippi
0500000US28125,1751,125,Sharkey County, Mississippi
0500000US28127,9486,434,Simpson County, Mississippi
0500000US28129,5820,316,Smith County, Mississippi
0500000US28131,6334,266,Stone County, Mississippi
0500000US28133,8322,263,Sunflower County, Mississippi
0500000US28135,4369,363,Tallahatchie County, Mississippi
0500000US28137,10324,328,Tate County, Mississippi
0500000US28139,7834,388,Tippah County, Mississippi
0500000US28141,7635,312,Tishomingo County, Mississippi
0500000US28143,3930,201,Tunica County, Mississippi
0500000US28145,9808,287,Union County, Mississippi
0500000US28147,5601,336,Walthall County, Mississippi
0500000US28149,18235,371,Warren County, Mississippi
0500000US28151,17988,341,Washington County, Mississippi
0500000US28153,7683,353,Wayne County, Mississippi
0500000US28155,3782,185,Webster County, Mississippi
0500000US28157,3170,285,Wilkinson County, Mississippi
0500000US28159,7269,269,Winston County, Mississippi
0500000US28161,5181,243,Yalobusha County, Mississippi
0500000US28163,8542,679,Yazoo County, Mississippi
0500000US29001,9258,282,Adair County, Missouri
0500000US29003,6763,163,Andrew County, Missouri
0500000US29005,2562,87,Atchison County, Missouri
0500000US29007,9286,298,Audrain County, Missouri
0500000US29009,13645,390,Barry County, Missouri
0500000US29011,4895,147,Barton County, Missouri
0500000US29013,6547,203,Bates County, Missouri
0500000US29015,7872,333,Benton County, Missouri
0500000US29017,4593,175,Bollinger County, Missouri
0500000US29019,70619,742,Boone County, Missouri
0500000US29021,33501,570,Buchanan County, Missouri
0500000US29023,16390,393,Butler County, Missouri
0500000US29025,3639,131,Caldwell County, Missouri
0500000US29027,15973,457,Callaway County, Missouri
0500000US29029,16031,593,Camden County, Missouri
0500000US29031,29594,570,Cape Girardeau County, Missouri
0500000US29033,3503,155,Carroll County, Missouri
0500000US29035,2333,142,Carter County, Missouri
0500000US29037,39770,414,Cass County, Missouri
0500000US29039,5842,271,Cedar County, Missouri
0500000US29041,2686,133,Chariton County, Missouri
0500000US29043,31645,396,Christian County, Missouri
0500000US29045,2657,134,Clark County, Missouri
0500000US29047,91238,886,Clay County, Missouri
0500000US29049,8177,214,Clinton County, Missouri
0500000US29051,30154,586,Cole County, Missouri
0500000US29053,6397,237,Cooper County, Missouri
0500000US29055,9578,287,Crawford County, Missouri
0500000US29057,3068,136,Dade County, Missouri
0500000US29059,6209,285,Dallas County, Missouri
0500000US29061,3035,102,Daviess County, Missouri
0500000US29063,3807,177,DeKalb County, Missouri
0500000US29065,6371,179,Dent County, Missouri
0500000US29067,5137,274,Douglas County, Missouri
0500000US29069,12342,303,Dunklin County, Missouri
0500000US29071,40943,556,Franklin County, Missouri
0500000US29073,6076,200,Gasconade County, Missouri
0500000US29075,2555,123,Gentry County, Missouri
0500000US29077,125201,898,Greene County, Missouri
0500000US29079,3936,169,Grundy County, Missouri
0500000US29081,3429,151,Harrison County, Missouri
0500000US29083,9328,220,Henry County, Missouri
0500000US29085,3976,225,Hickory County, Missouri
0500000US29087,2022,77,Holt County, Missouri
0500000US29089,3471,163,Howard County, Missouri
0500000US29091,15878,394,Howell County, Missouri
0500000US29093,4074,171,Iron County, Missouri
0500000US29095,286601,1550,Jackson County, Missouri
0500000US29097,45759,752,Jasper County, Missouri
0500000US29099,84444,710,Jefferson County, Missouri
0500000US29101,19864,563,Johnson County, Missouri
0500000US29103,1490,89,Knox County, Missouri
0500000US29105,14112,381,Laclede County, Missouri
0500000US29107,13050,331,Lafayette County, Missouri
0500000US29109,14787,334,Lawrence County, Missouri
0500000US29111,3752,123,Lewis County, Missouri
0500000US29113,19286,421,Lincoln County, Missouri
0500000US29115,5106,143,Linn County, Missouri
0500000US29117,5915,187,Livingston County, Missouri
0500000US29119,8259,225,McDonald County, Missouri
0500000US29121,5845,195,Macon County, Missouri
0500000US29123,5044,167,Madison County, Missouri
0500000US29125,3762,174,Maries County, Missouri
0500000US29127,11565,298,Marion County, Missouri
0500000US29129,1271,103,Mercer County, Missouri
0500000US29131,10111,276,Miller County, Missouri
0500000US29133,5026,195,Mississippi County, Missouri
0500000US29135,5436,160,Moniteau County, Missouri
0500000US29137,3702,164,Monroe County, Missouri
0500000US29139,5014,191,Montgomery County, Missouri
0500000US29141,7588,366,Morgan County, Missouri
0500000US29143,7371,169,New Madrid County, Missouri
0500000US29145,22202,355,Newton County, Missouri
0500000US29147,8395,280,Nodaway County, Missouri
0500000US29149,4249,211,Oregon County, Missouri
0500000US29151,5120,165,Osage County, Missouri
0500000US29153,3958,195,Ozark County, Missouri
0500000US29155,6730,182,Pemiscot County, Missouri
0500000US29157,7576,166,Perry County, Missouri
0500000US29159,16033,356,Pettis County, Missouri
0500000US29161,17981,398,Phelps County, Missouri
0500000US29163,6589,240,Pike County, Missouri
0500000US29165,39305,470,Platte County, Missouri
0500000US29167,11712,322,Polk County, Missouri
0500000US29169,15154,454,Pulaski County, Missouri
0500000US29171,1744,128,Putnam County, Missouri
0500000US29173,4036,153,Ralls County, Missouri
0500000US29175,8626,300,Randolph County, Missouri
0500000US29177,8868,216,Ray County, Missouri
0500000US29179,2596,127,Reynolds County, Missouri
0500000US29181,5059,223,Ripley County, Missouri
0500000US29183,146631,1169,St. Charles County, Missouri
0500000US29185,4139,154,St. Clair County, Missouri
0500000US29186,7121,308,Ste. Genevieve County, Missouri
0500000US29187,24898,544,St. Francois County, Missouri
0500000US29189,405984,1433,St. Louis County, Missouri
0500000US29195,8272,243,Saline County, Missouri
0500000US29197,1475,82,Schuyler County, Missouri
0500000US29199,1768,111,Scotland County, Missouri
0500000US29201,15230,347,Scott County, Missouri
0500000US29203,3064,162,Shannon County, Missouri
0500000US29205,2432,105,Shelby County, Missouri
0500000US29207,11530,276,Stoddard County, Missouri
0500000US29209,12783,481,Stone County, Missouri
0500000US29211,2128,126,Sullivan County, Missouri
0500000US29213,22272,569,Taney County, Missouri
0500000US29215,9728,363,Texas County, Missouri
0500000US29217,8207,227,Vernon County, Missouri
0500000US29219,12654,317,Warren County, Missouri
0500000US29221,9231,267,Washington County, Missouri
0500000US29223,5426,298,Wayne County, Missouri
0500000US29225,13575,235,Webster County, Missouri
0500000US29227,859,62,Worth County, Missouri
0500000US29229,7063,242,Wright County, Missouri
0500000US29510,141952,1485,St. Louis city, Missouri
0500000US30001,3992,193,Beaverhead County, Montana
0500000US30003,3609,134,Big Horn County, Montana
0500000US30005,2366,98,Blaine County, Montana
0500000US30007,2364,129,Broadwater County, Montana
0500000US30009,4524,195,Carbon County, Montana
0500000US30011,628,89,Carter County, Montana
0500000US30013,34329,454,Cascade County, Montana
0500000US30015,2274,77,Chouteau County, Montana
0500000US30017,4903,162,Custer County, Montana
0500000US30019,857,78,Daniels County, Montana
0500000US30021,3930,194,Dawson County, Montana
0500000US30023,3903,229,Deer Lodge County, Montana
0500000US30025,1334,76,Fallon County, Montana
0500000US30027,4912,217,Fergus County, Montana
0500000US30029,38773,633,Flathead County, Montana
0500000US30031,43777,446,Gallatin County, Montana
0500000US30033,438,41,Garfield County, Montana
0500000US30035,4163,178,Glacier County, Montana
0500000US30037,351,34,Golden Valley County, Montana
0500000US30039,1308,115,Granite County, Montana
0500000US30041,6369,169,Hill County, Montana
0500000US30043,4484,123,Jefferson County, Montana
0500000US30045,906,57,Judith Basin County, Montana
0500000US30047,11802,237,Lake County, Montana
0500000US30049,27893,389,Lewis and Clark County, Montana
0500000US30051,895,74,Liberty County, Montana
0500000US30053,8122,349,Lincoln County, Montana
0500000US30055,723,67,McCone County, Montana
0500000US30057,3570,214,Madison County, Montana
0500000US30059,702,83,Meagher County, Montana
0500000US30061,1786,96,Mineral County, Montana
0500000US30063,49313,600,Missoula County, Montana
0500000US30065,2181,126,Musselshell County, Montana
0500000US30067,7782,227,Park County, Montana
0500000US30069,204,35,Petroleum County, Montana
0500000US30071,1710,117,Phillips County, Montana
0500000US30073,2103,102,Pondera County, Montana
0500000US30075,737,67,Powder River County, Montana
0500000US30077,2426,152,Powell County, Montana
0500000US30079,518,57,Prairie County, Montana
0500000US30081,17354,382,Ravalli County, Montana
0500000US30083,4535,185,Richland County, Montana
0500000US30085,3150,92,Roosevelt County, Montana
0500000US30087,3166,141,Rosebud County, Montana
0500000US30089,5036,206,Sanders County, Montana
0500000US30091,1639,88,Sheridan County, Montana
0500000US30093,14960,368,Silver Bow County, Montana
0500000US30095,3761,149,Stillwater County, Montana
0500000US30097,1566,94,Sweet Grass County, Montana
0500000US30099,2464,88,Teton County, Montana
0500000US30101,1867,131,Toole County, Montana
0500000US30103,351,63,Treasure County, Montana
0500000US30105,3386,156,Valley County, Montana
0500000US30107,792,77,Wheatland County, Montana
0500000US30109,498,43,Wibaux County, Montana
0500000US30111,66385,596,Yellowstone County, Montana
0500000US31001,12712,290,Adams County, Nebraska
0500000US31003,2714,102,Antelope County, Nebraska
0500000US31005,197,28,Arthur County, Nebraska
0500000US31007,283,33,Banner County, Nebraska
0500000US31009,213,25,Blaine County, Nebraska
0500000US31011,2311,77,Boone County, Nebraska
0500000US31013,4743,156,Box Butte County, Nebraska
0500000US31015,904,66,Boyd County, Nebraska
0500000US31017,1387,134,Brown County, Nebraska
0500000US31019,19062,328,Buffalo County, Nebraska
0500000US31021,2856,108,Burt County, Nebraska
0500000US31023,3363,121,Butler County, Nebraska
0500000US31025,9945,223,Cass County, Nebraska
0500000US31027,3506,120,Cedar County, Nebraska
0500000US31029,1679,89,Chase County, Nebraska
0500000US31031,2537,152,Cherry County, Nebraska
0500000US31033,4395,135,Cheyenne County, Nebraska
0500000US31035,2539,82,Clay County, Nebraska
0500000US31037,3731,124,Colfax County, Nebraska
0500000US31039,3727,106,Cuming County, Nebraska
0500000US31041,4862,136,Custer County, Nebraska
0500000US31043,7404,179,Dakota County, Nebraska
0500000US31045,3525,201,Dawes County, Nebraska
0500000US31047,8965,213,Dawson County, Nebraska
0500000US31049,830,67,Deuel County, Nebraska
0500000US31051,2352,62,Dixon County, Nebraska
0500000US31053,15261,277,Dodge County, Nebraska
0500000US31055,218061,919,Douglas County, Nebraska
0500000US31057,872,80,Dundy County, Nebraska
0500000US31059,2510,82,Fillmore County, Nebraska
0500000US31061,1377,56,Franklin County, Nebraska
0500000US31063,1135,58,Frontier County, Nebraska
0500000US31065,2128,86,Furnas County, Nebraska
0500000US31067,8979,217,Gage County, Nebraska
0500000US31069,868,63,Garden County, Nebraska
0500000US31071,884,78,Garfield County, Nebraska
0500000US31073,942,77,Gosper County, Nebraska
0500000US31075,288,29,Grant County, Nebraska
0500000US31077,1019,49,Greeley County, Nebraska
0500000US31079,23096,342,Hall County, Nebraska
0500000US31081,3713,123,Hamilton County, Nebraska
0500000US31083,1521,72,Harlan County, Nebraska
0500000US31085,403,40,Hayes County, Nebraska
0500000US31087,1243,73,Hitchcock County, Nebraska
0500000US31089,4487,141,Holt County, Nebraska
0500000US31091,318,49,Hooker County, Nebraska
0500000US31093,2720,84,Howard County, Nebraska
0500000US31095,3302,122,Jefferson County, Nebraska
0500000US31097,1809,94,Johnson County, Nebraska
0500000US31099,2666,112,Kearney County, Nebraska
0500000US31101,3882,186,Keith County, Nebraska
0500000US31103,304,37,Keya Paha County, Nebraska
0500000US31105,1577,96,Kimball County, Nebraska
0500000US31107,3586,122,Knox County, Nebraska
0500000US31109,124324,835,Lancaster County, Nebraska
0500000US31111,14856,314,Lincoln County, Nebraska
0500000US31113,347,33,Logan County, Nebraska
0500000US31115,294,40,Loup County, Nebraska
0500000US31117,191,27,McPherson County, Nebraska
0500000US31119,14205,232,Madison County, Nebraska
0500000US31121,3373,89,Merrick County, Nebraska
0500000US31123,1954,89,Morrill County, Nebraska
0500000US31125,1546,87,Nance County, Nebraska
0500000US31127,2977,135,Nemaha County, Nebraska
0500000US31129,1867,99,Nuckolls County, Nebraska
0500000US31131,6510,155,Otoe County, Nebraska
0500000US31133,1222,71,Pawnee County, Nebraska
0500000US31135,1228,51,Perkins County, Nebraska
0500000US31137,3905,121,Phelps County, Nebraska
0500000US31139,3022,65,Pierce County, Nebraska
0500000US31141,12947,252,Platte County, Nebraska
0500000US31143,2052,96,Polk County, Nebraska
0500000US31145,4519,203,Red Willow County, Nebraska
0500000US31147,3704,173,Richardson County, Nebraska
0500000US31149,623,50,Rock County, Nebraska
0500000US31151,5157,174,Saline County, Nebraska
0500000US31153,66260,413,Sarpy County, Nebraska
0500000US31155,8501,196,Saunders County, Nebraska
0500000US31157,14732,270,Scotts Bluff County, Nebraska
0500000US31159,6600,168,Seward County, Nebraska
0500000US31161,2273,120,Sheridan County, Nebraska
0500000US31163,1368,83,Sherman County, Nebraska
0500000US31165,544,59,Sioux County, Nebraska
0500000US31167,2418,99,Stanton County, Nebraska
0500000US31169,2244,90,Thayer County, Nebraska
0500000US31171,277,35,Thomas County, Nebraska
0500000US31173,2176,40,Thurston County, Nebraska
0500000US31175,1865,80,Valley County, Nebraska
0500000US31177,8185,148,Washington County, Nebraska
0500000US31179,3708,135,Wayne County, Nebraska
0500000US31181,1507,76,Webster County, Nebraska
0500000US31183,346,34,Wheeler County, Nebraska
0500000US31185,5656,144,York County, Nebraska
0500000US32001,9940,210,Churchill County, Nevada
0500000US32003,783524,3108,Clark County, Nevada
0500000US32005,20741,294,Douglas County, Nevada
0500000US32007,18065,389,Elko County, Nevada
0500000US32009,491,84,Esmeralda County, Nevada
0500000US32011,774,91,Eureka County, Nevada
0500000US32013,6500,219,Humboldt County, Nevada
0500000US32015,2198,197,Lander County, Nevada
0500000US32017,2018,219,Lincoln County, Nevada
0500000US32019,21189,391,Lyon County, Nevada
0500000US32021,2048,159,Mineral County, Nevada
0500000US32023,19088,499,Nye County, Nevada
0500000US32027,1948,157,Pershing County, Nevada
0500000US32029,1627,169,Storey County, Nevada
0500000US32031,182180,919,Washoe County, Nevada
0500000US32033,3516,199,White Pine County, Nevada
0500000US32510,22755,308,Carson City, Nevada
0500000US33001,25052,583,Belknap County, New Hampshire
0500000US33003,21456,633,Carroll County, New Hampshire
0500000US33005,30141,499,Cheshire County, New Hampshire
0500000US33007,13768,332,Coos County, New Hampshire
0500000US33009,34727,694,Grafton County, New Hampshire
0500000US33011,161086,838,Hillsborough County, New Hampshire
0500000US33013,58452,475,Merrimack County, New Hampshire
0500000US33015,121045,820,Rockingham County, New Hampshire
0500000US33017,48982,560,Strafford County, New Hampshire
0500000US33019,17328,436,Sullivan County, New Hampshire
0500000US34001,99850,1098,Atlantic County, New Jersey
0500000US34003,339856,1049,Bergen County, New Jersey
0500000US34005,166391,1173,Burlington County, New Jersey
0500000US34007,187383,1155,Camden County, New Jersey
0500000US34009,40171,786,Cape May County, New Jersey
0500000US34011,50729,583,Cumberland County, New Jersey
0500000US34013,285908,1230,Essex County, New Jersey
0500000US34015,104908,722,Gloucester County, New Jersey
0500000US34017,258591,1183,Hudson County, New Jersey
0500000US34019,47175,460,Hunterdon County, New Jersey
0500000US34021,129936,1006,Mercer County, New Jersey
0500000US34023,285005,1074,Middlesex County, New Jersey
0500000US34025,235362,1187,Monmouth County, New Jersey
0500000US34027,181884,1028,Morris County, New Jersey
0500000US34029,226160,1486,Ocean County, New Jersey
0500000US34031,165429,813,Passaic County, New Jersey
0500000US34033,23933,407,Salem County, New Jersey
0500000US34035,118193,783,Somerset County, New Jersey
0500000US34037,53322,709,Sussex County, New Jersey
0500000US34039,190101,917,Union County, New Jersey
0500000US34041,41587,513,Warren County, New Jersey
0500000US35001,267699,1494,Bernalillo County, New Mexico
0500000US35003,1325,157,Catron County, New Mexico
0500000US35005,23284,431,Chaves County, New Mexico
0500000US35006,8708,335,Cibola County, New Mexico
0500000US35007,5853,262,Colfax County, New Mexico
0500000US35009,18548,365,Curry County, New Mexico
0500000US35011,672,95,De Baca County, New Mexico
0500000US35013,77842,932,Doña Ana County, New Mexico
0500000US35015,21251,396,Eddy County, New Mexico
0500000US35017,11851,384,Grant County, New Mexico
0500000US35019,1384,201,Guadalupe County, New Mexico
0500000US35021,211,36,Harding County, New Mexico
0500000US35023,1679,131,Hidalgo County, New Mexico
0500000US35025,22523,400,Lea County, New Mexico
0500000US35027,7566,474,Lincoln County, New Mexico
0500000US35028,7931,158,Los Alamos County, New Mexico
0500000US35029,8904,323,Luna County, New Mexico
0500000US35031,20942,334,McKinley County, New Mexico
0500000US35033,1713,179,Mora County, New Mexico
0500000US35035,23634,627,Otero County, New Mexico
0500000US35037,3040,216,Quay County, New Mexico
0500000US35039,12730,406,Rio Arriba County, New Mexico
0500000US35041,6814,298,Roosevelt County, New Mexico
0500000US35043,51001,561,Sandoval County, New Mexico
0500000US35045,43387,489,San Juan County, New Mexico
0500000US35047,11609,443,San Miguel County, New Mexico
0500000US35049,61921,713,Santa Fe County, New Mexico
0500000US35051,5555,281,Sierra County, New Mexico
0500000US35053,4520,337,Socorro County, New Mexico
0500000US35055,12103,490,Taos County, New Mexico
0500000US35057,5644,277,Torrance County, New Mexico
0500000US35059,1395,140,Union County, New Mexico
0500000US35061,27010,482,Valencia County, New Mexico
0500000US36001,126540,951,Albany County, New York
0500000US36003,17948,351,Allegany County, New York
0500000US36005,503829,1325,Bronx County, New York
0500000US36007,78549,784,Broome County, New York
0500000US36009,31779,318,Cattaraugus County, New York
0500000US36011,31221,485,Cayuga County, New York
0500000US36013,53075,619,Chautauqua County, New York
0500000US36015,33989,525,Chemung County, New York
0500000US36017,20697,344,Chenango County, New York
0500000US36019,31301,553,Clinton County, New York
0500000US36021,24966,497,Columbia County, New York
0500000US36023,17745,397,Cortland County, New York
0500000US36025,18968,485,Delaware County, New York
0500000US36027,108413,900,Dutchess County, New York
0500000US36029,389585,1634,Erie County, New York
0500000US36031,15790,448,Essex County, New York
0500000US36033,19015,375,Franklin County, New York
0500000US36035,22557,505,Fulton County, New York
0500000US36037,23759,339,Genesee County, New York
0500000US36039,17100,457,Greene County, New York
0500000US36041,1157,105,Hamilton County, New York
0500000US36043,24524,431,Herkimer County, New York
0500000US36045,42734,711,Jefferson County, New York
0500000US36047,958567,2485,Kings County, New York
0500000US36049,10247,231,Lewis County, New York
0500000US36051,24176,400,Livingston County, New York
0500000US36053,25877,574,Madison County, New York
0500000US36055,301948,1547,Monroe County, New York
0500000US36057,19660,291,Montgomery County, New York
0500000US36059,446977,1301,Nassau County, New York
0500000US36061,759460,4629,New York County, New York
0500000US36063,88519,733,Niagara County, New York
0500000US36065,89729,797,Oneida County, New York
0500000US36067,185324,1191,Onondaga County, New York
0500000US36069,44787,541,Ontario County, New York
0500000US36071,128016,950,Orange County, New York
0500000US36073,16563,340,Orleans County, New York
0500000US36075,46079,691,Oswego County, New York
0500000US36077,23409,458,Otsego County, New York
0500000US36079,34854,500,Putnam County, New York
0500000US36081,778932,2366,Queens County, New York
0500000US36083,64906,574,Rensselaer County, New York
0500000US36085,166246,1095,Richmond County, New York
0500000US36087,100438,598,Rockland County, New York
0500000US36089,41933,533,St. Lawrence County, New York
0500000US36091,94406,839,Saratoga County, New York
0500000US36093,54302,825,Schenectady County, New York
0500000US36095,12559,322,Schoharie County, New York
0500000US36097,7324,214,Schuyler County, New York
0500000US36099,13564,289,Seneca County, New York
0500000US36101,39861,451,Steuben County, New York
0500000US36103,489301,2144,Suffolk County, New York
0500000US36105,28184,635,Sullivan County, New York
0500000US36107,20030,356,Tioga County, New York
0500000US36109,39618,531,Tompkins County, New York
0500000US36111,69320,753,Ulster County, New York
0500000US36113,28015,428,Warren County, New York
0500000US36115,24014,435,Washington County, New York
0500000US36117,36720,454,Wayne County, New York
0500000US36119,349292,1512,Westchester County, New York
0500000US36121,15917,245,Wyoming County, New York
0500000US36123,8919,351,Yates County, New York
0500000US37001,64439,650,Alamance County, North Carolina
0500000US37003,14169,346,Alexander County, North Carolina
0500000US37005,4920,261,Alleghany County, North Carolina
0500000US37007,9521,393,Anson County, North Carolina
0500000US37009,11938,469,Ashe County, North Carolina
0500000US37011,6551,419,Avery County, North Carolina
0500000US37013,19701,507,Beaufort County, North Carolina
0500000US37015,7909,321,Bertie County, North Carolina
0500000US37017,13636,433,Bladen County, North Carolina
0500000US37019,56056,940,Brunswick County, North Carolina
0500000US37021,107479,1260,Buncombe County, North Carolina
0500000US37023,35156,684,Burke County, North Carolina
0500000US37025,72238,698,Cabarrus County, North Carolina
0500000US37027,32864,569,Caldwell County, North Carolina
0500000US37029,3933,160,Camden County, North Carolina
0500000US37031,29755,495,Carteret County, North Carolina
0500000US37033,9145,302,Caswell County, North Carolina
0500000US37035,62319,597,Catawba County, North Carolina
0500000US37037,29033,498,Chatham County, North Carolina
0500000US37039,12471,439,Cherokee County, North Carolina
0500000US37041,6133,286,Chowan County, North Carolina
0500000US37043,4996,319,Clay County, North Carolina
0500000US37045,35638,620,Cleveland County, North Carolina
0500000US37047,21580,436,Columbus County, North Carolina
0500000US37049,41226,632,Craven County, North Carolina
0500000US37051,125427,954,Cumberland County, North Carolina
0500000US37053,10522,216,Currituck County, North Carolina
0500000US37055,15529,685,Dare County, North Carolina
0500000US37057,66653,807,Davidson County, North Carolina
0500000US37059,16405,360,Davie County, North Carolina
0500000US37061,21466,537,Duplin County, North Carolina
0500000US37063,125953,1091,Durham County, North Carolina
0500000US37065,21151,407,Edgecombe County, North Carolina
0500000US37067,146816,1143,Forsyth County, North Carolina
0500000US37069,25381,474,Franklin County, North Carolina
0500000US37071,83735,698,Gaston County, North Carolina
0500000US37073,4638,218,Gates County, North Carolina
0500000US37075,3393,211,Graham County, North Carolina
0500000US37077,21400,433,Granville County, North Carolina
0500000US37079,7164,248,Greene County, North Carolina
0500000US37081,203987,1492,Guilford County, North Carolina
0500000US37083,21017,478,Halifax County, North Carolina
0500000US37085,45416,522,Harnett County, North Carolina
0500000US37087,26653,594,Haywood County, North Carolina
0500000US37089,49221,624,Henderson County, North Carolina
0500000US37091,8845,273,Hertford County, North Carolina
0500000US37093,17799,326,Hoke County, North Carolina
0500000US37095,1947,177,Hyde County, North Carolina
0500000US37097,66369,597,Iredell County, North Carolina
0500000US37099,16773,642,Jackson County, North Carolina
0500000US37101,68968,667,Johnston County, North Carolina
0500000US37103,4045,157,Jones County, North Carolina
0500000US37105,21894,393,Lee County, North Carolina
0500000US37107,23148,471,Lenoir County, North Carolina
0500000US37109,32894,482,Lincoln County, North Carolina
0500000US37111,18173,404,McDowell County, North Carolina
0500000US37113,15921,440,Macon County, North Carolina
0500000US37115,8403,302,Madison County, North Carolina
0500000US37117,9378,286,Martin County, North Carolina
0500000US37119,411097,1769,Mecklenburg County, North Carolina
0500000US37121,6344,318,Mitchell County, North Carolina
0500000US37123,10195,386,Montgomery County, North Carolina
0500000US37125,39821,741,Moore County, North Carolina
0500000US37127,37011,648,Nash County, North Carolina
0500000US37129,95638,958,New Hanover County, North Carolina
0500000US37131,8547,336,Northampton County, North Carolina
0500000US37133,64386,1313,Onslow County, North Carolina
0500000US37135,53376,808,Orange County, North Carolina
0500000US37137,5416,204,Pamlico County, North Carolina
0500000US37139,14697,344,Pasquotank County, North Carolina
0500000US37141,21740,454,Pender County, North Carolina
0500000US37143,5936,241,Perquimans County, North Carolina
0500000US37145,15896,381,Person County, North Carolina
0500000US37147,69799,808,Pitt County, North Carolina
0500000US37149,9071,298,Polk County, North Carolina
0500000US37151,56541,653,Randolph County, North Carolina
0500000US37153,18380,433,Richmond County, North Carolina
0500000US37155,45927,451,Robeson County, North Carolina
0500000US37157,37388,600,Rockingham County, North Carolina
0500000US37159,52843,681,Rowan County, North Carolina
0500000US37161,26683,623,Rutherford County, North Carolina
0500000US37163,23416,539,Sampson County, North Carolina
0500000US37165,12922,216,Scotland County, North Carolina
0500000US37167,23332,441,Stanly County, North Carolina
0500000US37169,19578,423,Stokes County, North Carolina
0500000US37171,29153,405,Surry County, North Carolina
0500000US37173,5620,292,Swain County, North Carolina
0500000US37175,14567,494,Transylvania County, North Carolina
0500000US37177,1594,212,Tyrrell County, North Carolina
0500000US37179,76346,604,Union County, North Carolina
0500000US37181,16875,375,Vance County, North Carolina
0500000US37183,400172,1973,Wake County, North Carolina
0500000US37185,7786,291,Warren County, North Carolina
0500000US37187,4977,293,Washington County, North Carolina
0500000US37189,21077,588,Watauga County, North Carolina
0500000US37191,48343,649,Wayne County, North Carolina
0500000US37193,28753,531,Wilkes County, North Carolina
0500000US37195,32014,521,Wilson County, North Carolina
0500000US37197,15425,347,Yadkin County, North Carolina
0500000US37199,7510,291,Yancey County, North Carolina
0500000US38001,1035,76,Adams County, North Dakota
0500000US38003,5074,184,Barnes County, North Dakota
0500000US38005,2248,73,Benson County, North Dakota
0500000US38007,383,43,Billings County, North Dakota
0500000US38009,2992,158,Bottineau County, North Dakota
0500000US38011,1350,71,Bowman County, North Dakota
0500000US38013,905,65,Burke County, North Dakota
0500000US38015,39507,511,Burleigh County, North Dakota
0500000US38017,75843,754,Cass County, North Dakota
0500000US38019,1737,97,Cavalier County, North Dakota
0500000US38021,2119,103,Dickey County, North Dakota
0500000US38023,1061,88,Divide County, North Dakota
0500000US38025,1692,87,Dunn County, North Dakota
0500000US38027,1062,70,Eddy County, North Dakota
0500000US38029,1585,102,Emmons County, North Dakota
0500000US38031,1423,79,Foster County, North Dakota
0500000US38033,842,59,Golden Valley County, North Dakota
0500000US38035,30502,447,Grand Forks County, North Dakota
0500000US38037,1074,73,Grant County, North Dakota
0500000US38039,1089,77,Griggs County, North Dakota
0500000US38041,1073,69,Hettinger County, North Dakota
0500000US38043,1092,83,Kidder County, North Dakota
0500000US38045,1822,85,LaMoure County, North Dakota
0500000US38047,849,62,Logan County, North Dakota
0500000US38049,2594,94,McHenry County, North Dakota
0500000US38051,1291,68,McIntosh County, North Dakota
0500000US38053,4302,252,McKenzie County, North Dakota
0500000US38055,4334,141,McLean County, North Dakota
0500000US38057,3709,186,Mercer County, North Dakota
0500000US38059,13565,383,Morton County, North Dakota
0500000US38061,3360,133,Mountrail County, North Dakota
0500000US38063,1467,86,Nelson County, North Dakota
0500000US38065,738,60,Oliver County, North Dakota
0500000US38067,3158,127,Pembina County, North Dakota
0500000US38069,1908,103,Pierce County, North Dakota
0500000US38071,4828,212,Ramsey County, North Dakota
0500000US38073,2371,87,Ransom County, North Dakota
0500000US38075,950,70,Renville County, North Dakota
0500000US38077,6777,186,Richland County, North Dakota
0500000US38079,4608,125,Rolette County, North Dakota
0500000US38081,1864,97,Sargent County, North Dakota
0500000US38083,731,54,Sheridan County, North Dakota
0500000US38085,1112,34,Sioux County, North Dakota
0500000US38087,326,32,Slope County, North Dakota
0500000US38089,12524,315,Stark County, North Dakota
0500000US38091,777,55,Steele County, North Dakota
0500000US38093,8908,275,Stutsman County, North Dakota
0500000US38095,1058,87,Towner County, North Dakota
0500000US38097,3383,116,Traill County, North Dakota
0500000US38099,4780,148,Walsh County, North Dakota
0500000US38101,28277,668,Ward County, North Dakota
0500000US38103,1943,117,Wells County, North Dakota
0500000US38105,14320,636,Williams County, North Dakota
0500000US39001,10673,327,Adams County, Ohio
0500000US39003,40650,469,Allen County, Ohio
0500000US39005,20417,288,Ashland County, Ohio
0500000US39007,37832,548,Ashtabula County, Ohio
0500000US39009,22557,494,Athens County, Ohio
0500000US39011,18888,261,Auglaize County, Ohio
0500000US39013,25919,481,Belmont County, Ohio
0500000US39015,17829,355,Brown County, Ohio
0500000US39017,139113,864,Butler County, Ohio
0500000US39019,11298,333,Carroll County, Ohio
