id,Estimate,MarginOfError,CTYNAME,STNAME
0500000US01001,21397,325,Autauga County, Alabama
0500000US01003,80930,1127,Baldwin County, Alabama
0500000US01005,9345,313,Barbour County, Alabama
0500000US01007,6891,333,Bibb County, Alabama
0500000US01009,20847,394,Blount County, Alabama
0500000US01011,3521,255,Bullock County, Alabama
0500000US01013,6506,290,Butler County, Alabama
0500000US01015,44605,644,Calhoun County, Alabama
0500000US01017,13448,405,Chambers County, Alabama
0500000US01019,10737,445,Cherokee County, Alabama
0500000US01021,16927,473,Chilton County, Alabama
0500000US01023,5300,267,Choctaw County, Alabama
0500000US01025,9090,350,Clarke County, Alabama
0500000US01027,5198,240,Clay County, Alabama
0500000US01029,5680,199,Cleburne County, Alabama
0500000US01031,19924,343,Coffee County, Alabama
0500000US01033,21880,440,Colbert County, Alabama
0500000US01035,4553,274,Conecuh County, Alabama
0500000US01037,4032,248,Coosa County, Alabama
0500000US01039,14852,376,Covington County, Alabama
0500000US01041,4943,207,Crenshaw County, Alabama
0500000US01043,31034,570,Cullman County, Alabama
0500000US01045,18806,470,Dale County, Alabama
0500000US01047,15910,419,Dallas County, Alabama
0500000US01049,26040,620,DeKalb County, Alabama
0500000US01051,29708,497,Elmore County, Alabama
0500000US01053,13089,449,Escambia County, Alabama
0500000US01055,38942,643,Etowah County, Alabama
0500000US01057,6802,239,Fayette County, Alabama
0500000US01059,11048,339,Franklin County, Alabama
0500000US01061,10383,331,Geneva County, Alabama
0500000US01063,2951,246,Greene County, Alabama
0500000US01065,5650,231,Hale County, Alabama
0500000US01067,6630,236,Henry County, Alabama
0500000US01069,39311,452,Houston County, Alabama
0500000US01071,20695,494,Jackson County, Alabama
0500000US01073,261231,1769,Jefferson County, Alabama
0500000US01075,5856,268,Lamar County, Alabama
0500000US01077,38471,588,Lauderdale County, Alabama
0500000US01079,12677,322,Lawrence County, Alabama
0500000US01081,60237,864,Lee County, Alabama
0500000US01083,32143,509,Limestone County, Alabama
0500000US01085,4251,145,Lowndes County, Alabama
0500000US01087,7474,264,Macon County, Alabama
0500000US01089,148189,1035,Madison County, Alabama
0500000US01091,7361,331,Marengo County, Alabama
0500000US01093,11997,363,Marion County, Alabama
0500000US01095,34883,428,Marshall County, Alabama
0500000US01097,156251,1081,Mobile County, Alabama
0500000US01099,8166,294,Monroe County, Alabama
0500000US01101,89527,878,Montgomery County, Alabama
0500000US01103,45918,654,Morgan County, Alabama
0500000US01105,3070,314,Perry County, Alabama
0500000US01107,7637,279,Pickens County, Alabama
0500000US01109,11601,426,Pike County, Alabama
0500000US01111,8702,372,Randolph County, Alabama
0500000US01113,23262,550,Russell County, Alabama
0500000US01115,32036,656,St. Clair County, Alabama
0500000US01117,79630,658,Shelby County, Alabama
0500000US01119,5202,282,Sumter County, Alabama
0500000US01121,31395,608,Talladega County, Alabama
0500000US01123,16205,445,Tallapoosa County, Alabama
0500000US01125,72461,906,Tuscaloosa County, Alabama
0500000US01127,25019,544,Walker County, Alabama
0500000US01129,5990,281,Washington County, Alabama
0500000US01131,3854,213,Wilcox County, Alabama
0500000US01133,9592,305,Winston County, Alabama
0500000US02013,890,125,Aleutians East Borough, Alaska
0500000US02016,1187,143,Aleutians West Census Area, Alaska
0500000US02020,106567,1023,Anchorage Municipality, Alaska
0500000US02050,4489,158,Bethel Census Area, Alaska
0500000US02060,314,37,Bristol Bay Borough, Alaska
0500000US02068,613,231,Denali Borough, Alaska
0500000US02070,1427,74,Dillingham Census Area, Alaska
0500000US02090,36188,796,Fairbanks North Star Borough, Alaska
0500000US02100,1007,99,Haines Borough, Alaska
0500000US02105,791,70,Hoonah-Angoon Census Area, Alaska
0500000US02110,12676,259,Juneau City and Borough, Alaska
0500000US02122,21630,455,Kenai Peninsula Borough, Alaska
0500000US02130,5397,125,Ketchikan Gateway Borough, Alaska
0500000US02150,4261,199,Kodiak Island Borough, Alaska
0500000US02158,1724,71,Kusilvak Census Area, Alaska
0500000US02164,421,127,Lake and Peninsula Borough, Alaska
0500000US02170,31217,352,Matanuska-Susitna Borough, Alaska
0500000US02180,2844,138,Nome Census Area, Alaska
0500000US02185,1979,131,North Slope Borough, Alaska
0500000US02188,1795,62,Northwest Arctic Borough, Alaska
0500000US02195,1187,116,Petersburg Borough, Alaska
0500000US02198,2371,86,Prince of Wales-Hyder Census Area, Alaska
0500000US02220,3547,117,Sitka City and Borough, Alaska
0500000US02230,375,40,Skagway Municipality, Alaska
0500000US02240,2170,120,Southeast Fairbanks Census Area, Alaska
0500000US02261,3177,166,Valdez-Cordova Census Area, Alaska
0500000US02275,1027,68,Wrangell City and Borough, Alaska
0500000US02282,219,26,Yakutat City and Borough, Alaska
0500000US02290,1856,84,Yukon-Koyukuk Census Area, Alaska
0500000US04001,20867,391,Apache County, Arizona
0500000US04003,50163,919,Cochise County, Arizona
0500000US04005,47447,904,Coconino County, Arizona
0500000US04007,21945,614,Gila County, Arizona
0500000US04009,11017,366,Graham County, Arizona
0500000US04011,3132,169,Greenlee County, Arizona
0500000US04012,9346,469,La Paz County, Arizona
0500000US04013,1552096,5014,Maricopa County, Arizona
0500000US04015,86889,1144,Mohave County, Arizona
0500000US04017,34990,729,Navajo County, Arizona
0500000US04019,404739,1896,Pima County, Arizona
0500000US04021,141300,1546,Pinal County, Arizona
0500000US04023,15853,374,Santa Cruz County, Arizona
0500000US04025,98386,1046,Yavapai County, Arizona
0500000US04027,73098,865,Yuma County, Arizona
0500000US05001,7491,297,Arkansas County, Arkansas
0500000US05003,7757,261,Ashley County, Arkansas
0500000US05005,18435,481,Baxter County, Arkansas
0500000US05007,97249,782,Benton County, Arkansas
0500000US05009,15034,360,Boone County, Arkansas
0500000US05011,4419,161,Bradley County, Arkansas
0500000US05013,1850,139,Calhoun County, Arkansas
0500000US05015,11139,440,Carroll County, Arkansas
0500000US05017,4068,208,Chicot County, Arkansas
0500000US05019,8446,359,Clark County, Arkansas
0500000US05021,6444,176,Clay County, Arkansas
0500000US05023,10783,262,Cleburne County, Arkansas
0500000US05025,3217,174,Cleveland County, Arkansas
0500000US05027,8562,381,Columbia County, Arkansas
0500000US05029,8309,299,Conway County, Arkansas
0500000US05031,41375,573,Craighead County, Arkansas
0500000US05033,23958,478,Crawford County, Arkansas
0500000US05035,19074,278,Crittenden County, Arkansas
0500000US05037,6653,224,Cross County, Arkansas
0500000US05039,2969,219,Dallas County, Arkansas
0500000US05041,5204,210,Desha County, Arkansas
0500000US05043,7157,282,Drew County, Arkansas
0500000US05045,44575,692,Faulkner County, Arkansas
0500000US05047,6723,278,Franklin County, Arkansas
0500000US05049,4973,227,Fulton County, Arkansas
0500000US05051,40209,722,Garland County, Arkansas
0500000US05053,6863,246,Grant County, Arkansas
0500000US05055,17254,302,Greene County, Arkansas
0500000US05057,8094,366,Hempstead County, Arkansas
0500000US05059,12599,361,Hot Spring County, Arkansas
0500000US05061,5142,225,Howard County, Arkansas
0500000US05063,14322,341,Independence County, Arkansas
0500000US05065,4851,263,Izard County, Arkansas
0500000US05067,6137,244,Jackson County, Arkansas
0500000US05069,26801,616,Jefferson County, Arkansas
0500000US05071,9682,257,Johnson County, Arkansas
0500000US05073,2784,166,Lafayette County, Arkansas
0500000US05075,6463,210,Lawrence County, Arkansas
0500000US05077,3206,195,Lee County, Arkansas
0500000US05079,3773,355,Lincoln County, Arkansas
0500000US05081,5363,221,Little River County, Arkansas
0500000US05083,8417,289,Logan County, Arkansas
0500000US05085,26895,453,Lonoke County, Arkansas
0500000US05087,6279,219,Madison County, Arkansas
0500000US05089,6782,306,Marion County, Arkansas
0500000US05091,16426,345,Miller County, Arkansas
0500000US05093,16389,459,Mississippi County, Arkansas
0500000US05095,3333,162,Monroe County, Arkansas
0500000US05097,3754,218,Montgomery County, Arkansas
0500000US05099,3397,255,Nevada County, Arkansas
0500000US05101,2936,198,Newton County, Arkansas
0500000US05103,9658,314,Ouachita County, Arkansas
0500000US05105,3668,200,Perry County, Arkansas
0500000US05107,7485,342,Phillips County, Arkansas
0500000US05109,4280,158,Pike County, Arkansas
0500000US05111,9526,238,Poinsett County, Arkansas
0500000US05113,8243,255,Polk County, Arkansas
0500000US05115,22579,511,Pope County, Arkansas
0500000US05117,3776,169,Prairie County, Arkansas
0500000US05119,158051,1372,Pulaski County, Arkansas
0500000US05121,7355,275,Randolph County, Arkansas
0500000US05123,9388,363,St. Francis County, Arkansas
0500000US05125,44075,632,Saline County, Arkansas
0500000US05127,3944,201,Scott County, Arkansas
0500000US05129,3327,178,Searcy County, Arkansas
0500000US05131,51228,611,Sebastian County, Arkansas
0500000US05133,5885,202,Sevier County, Arkansas
0500000US05135,7447,303,Sharp County, Arkansas
0500000US05137,4787,258,Stone County, Arkansas
0500000US05139,15726,471,Union County, Arkansas
0500000US05141,6813,254,Van Buren County, Arkansas
0500000US05143,87325,772,Washington County, Arkansas
0500000US05145,29055,547,White County, Arkansas
0500000US05147,2932,181,Woodruff County, Arkansas
0500000US05149,7503,259,Yell County, Arkansas
0500000US06001,577177,1744,Alameda County, California
0500000US06003,350,69,Alpine County, California
0500000US06005,14594,448,Amador County, California
0500000US06007,85320,891,Butte County, California
0500000US06009,16942,552,Calaveras County, California
0500000US06011,7227,159,Colusa County, California
0500000US06013,394769,1262,Contra Costa County, California
0500000US06015,9945,282,Del Norte County, California
0500000US06017,70974,770,El Dorado County, California
0500000US06019,307906,1137,Fresno County, California
0500000US06021,10085,209,Glenn County, California
0500000US06023,54679,795,Humboldt County, California
0500000US06025,44829,876,Imperial County, California
0500000US06027,7950,252,Inyo County, California
0500000US06029,270282,1291,Kern County, California
0500000US06031,43452,495,Kings County, California
0500000US06033,25660,710,Lake County, California
0500000US06035,9280,371,Lassen County, California
0500000US06037,3316795,5782,Los Angeles County, California
0500000US06039,44881,590,Madera County, California
0500000US06041,105432,883,Marin County, California
0500000US06043,7643,346,Mariposa County, California
0500000US06045,34408,643,Mendocino County, California
0500000US06047,80008,727,Merced County, California
0500000US06049,3616,232,Modoc County, California
0500000US06051,4765,377,Mono County, California
0500000US06053,127155,979,Monterey County, California
0500000US06055,48705,496,Napa County, California
0500000US06057,40855,701,Nevada County, California
0500000US06059,1037492,2280,Orange County, California
0500000US06061,142855,835,Placer County, California
0500000US06063,8450,343,Plumas County, California
0500000US06065,724893,2905,Riverside County, California
0500000US06067,543025,1581,Sacramento County, California
0500000US06069,18135,195,San Benito County, California
0500000US06071,636041,2447,San Bernardino County, California
0500000US06073,1125286,3400,San Diego County, California
0500000US06075,362354,1777,San Francisco County, California
0500000US06077,228567,1049,San Joaquin County, California
0500000US06079,105981,939,San Luis Obispo County, California
0500000US06081,263543,1093,San Mateo County, California
0500000US06083,145856,881,Santa Barbara County, California
0500000US06085,640215,1602,Santa Clara County, California
0500000US06087,95818,913,Santa Cruz County, California
0500000US06089,71181,714,Shasta County, California
0500000US06091,1319,142,Sierra County, California
0500000US06093,19240,358,Siskiyou County, California
0500000US06095,149865,816,Solano County, California
0500000US06097,189374,1128,Sonoma County, California
0500000US06099,173898,690,Stanislaus County, California
0500000US06101,32636,318,Sutter County, California
0500000US06103,24189,400,Tehama County, California
0500000US06105,5939,251,Trinity County, California
0500000US06107,138238,720,Tulare County, California
0500000US06109,22502,543,Tuolumne County, California
0500000US06111,271040,1203,Ventura County, California
0500000US06113,74296,472,Yolo County, California
0500000US06115,26354,402,Yuba County, California
0500000US08001,166450,777,Adams County, Colorado
0500000US08003,6162,265,Alamosa County, Colorado
0500000US08005,240304,952,Arapahoe County, Colorado
0500000US08007,5858,299,Archuleta County, Colorado
0500000US08009,1662,89,Baca County, Colorado
0500000US08011,1767,146,Bent County, Colorado
0500000US08013,127415,822,Boulder County, Colorado
0500000US08014,27470,231,Broomfield County, Colorado
0500000US08015,8231,391,Chaffee County, Colorado
0500000US08017,774,83,Cheyenne County, Colorado
0500000US08019,4395,224,Clear Creek County, Colorado
0500000US08021,3183,130,Conejos County, Colorado
0500000US08023,1746,145,Costilla County, Colorado
0500000US08025,1301,92,Crowley County, Colorado
0500000US08027,2214,150,Custer County, Colorado
0500000US08029,11883,283,Delta County, Colorado
0500000US08031,301501,1495,Denver County, Colorado
0500000US08033,759,86,Dolores County, Colorado
0500000US08035,120709,570,Douglas County, Colorado
0500000US08037,18171,501,Eagle County, Colorado
0500000US08039,9280,111,Elbert County, Colorado
0500000US08041,257507,1025,El Paso County, Colorado
