STNAME,CTYNAME,TOT_POP,NHWA,NHBA,H,NHWA_perc,NHBA_perc,H_perc
Iowa,Washington County,21965,19857,227,1433,90.40291372638286,1.0334623264284089,6.52401547917141
Iowa,Wayne County,6441,6171,29,106,95.80810433162551,0.4502406458624437,1.6457071883247942
Iowa,Webster County,35904,31076,1606,1968,86.55303030303033,4.473039215686275,5.481283422459893
Iowa,Winnebago County,10354,9402,147,528,90.80548580258836,1.4197411628356194,5.099478462429978
Iowa,Winneshiek County,19991,18962,157,474,94.85268370766843,0.7853534090340653,2.371066980141064
Iowa,Woodbury County,103107,73305,4469,17918,71.09604585527657,4.3343322955764405,17.37806356503438
Iowa,Worth County,7381,6924,60,249,93.8084270424062,0.8128979813033463,3.3735266224088885
Iowa,Wright County,12562,10546,107,1663,83.95160006368413,0.851775195032638,13.238337844292312
Kansas,Allen County,12369,11071,255,469,89.50602312232193,2.0616056269706524,3.79173740803622
Kansas,Anderson County,7858,7398,46,163,94.14609315347415,0.5853906846525834,2.0743191651819797
Kansas,Atchison County,16073,14176,748,512,88.19759845703976,4.653767187208362,3.1854663099608045
Kansas,Barber County,4427,4041,39,206,91.28077704992094,0.8809577592048792,4.653264061441157
Kansas,Barton County,25779,20879,358,3940,80.99228053842273,1.3887272586213584,15.283758097676403
Kansas,Bourbon County,14534,13031,438,410,89.65873125086004,3.0136232282922797,2.8209715150681163
Kansas,Brown County,9564,7859,126,505,82.17273107486406,1.317440401505646,5.28021748222501
Kansas,Butler County,66911,58998,1370,3443,88.17384286589649,2.047495927425984,5.145641224910702
Kansas,Chase County,2648,2418,33,127,91.3141993957704,1.246223564954683,4.79607250755287
Kansas,Chautauqua County,3250,2784,30,131,85.66153846153847,0.9230769230769232,4.0307692307692315
Kansas,Cherokee County,19939,17440,165,534,87.46677365966198,0.8275239480415266,2.678168413661668
Kansas,Cheyenne County,2657,2396,9,189,90.1768912307113,0.33872788859616115,7.113285660519384
Kansas,Clark County,1994,1667,8,220,83.60080240722166,0.4012036108324975,11.03309929789368
Kansas,Clay County,8002,7472,71,220,93.376655836041,0.8872781804548862,2.7493126718320418
Kansas,Cloud County,8786,8123,79,297,92.4539039380833,0.8991577509674482,3.3803778738902803
Kansas,Coffey County,8179,7605,71,228,92.98202714268248,0.8680767820026898,2.7876268492480745
Kansas,Comanche County,1700,1512,6,135,88.94117647058823,0.35294117647058826,7.9411764705882355
Kansas,Cowley County,34908,27649,904,3920,79.20533975020052,2.589664260341469,11.229517589091326
Kansas,Crawford County,38818,33393,870,2374,86.02452470503374,2.24122829615127,6.115719511566797
Kansas,Decatur County,2827,2642,30,92,93.45596038203043,1.0611956137247964,3.2543332154227103
Kansas,Dickinson County,18466,16701,180,895,90.44189320914113,0.9747644319289506,4.846745369868948
Kansas,Doniphan County,7600,6857,242,209,90.22368421052632,3.18421052631579,2.75
Kansas,Douglas County,122259,95541,5355,7947,78.14639413049345,4.38004564081172,6.500134959389492
Kansas,Edwards County,2798,2099,24,591,75.01786990707649,0.8577555396711936,21.12223016440315
Kansas,Elk County,2530,2263,3,119,89.44664031620555,0.11857707509881422,4.703557312252965
Kansas,Ellis County,28553,25452,342,1695,89.1394949742584,1.1977725633033307,5.936328932161244
Kansas,Ellsworth County,6102,5222,328,385,85.57849885283514,5.375286791215996,6.3094067518846275
Kansas,Finney County,36467,14611,1347,18513,40.06636136781199,3.6937505141634905,50.766446376175715
Kansas,Ford County,33619,13068,768,18838,38.87087658764389,2.2844224991820097,56.03379041613374
Kansas,Franklin County,25544,23227,348,1083,90.92937676166616,1.3623551518947696,4.2397431882242405
Kansas,Geary County,31670,17937,5317,5148,56.63719608462267,16.788759077991788,16.255131038838016
Kansas,Gove County,2636,2485,11,82,94.27162367223065,0.41729893778452204,3.1107738998482546
Kansas,Graham County,2482,2178,91,97,87.7518130539887,3.666398066075746,3.908138597904916
Kansas,Grant County,7150,3501,34,3467,48.965034965034974,0.4755244755244754,48.4895104895105
Kansas,Gray County,5988,4877,38,962,81.44622578490312,0.6346025384101536,16.065464261857045
Kansas,Greeley County,1232,968,3,241,78.57142857142857,0.2435064935064935,19.561688311688314
Kansas,Greenwood County,5982,5454,36,248,91.17352056168505,0.6018054162487462,4.145770645269141
Kansas,Hamilton County,2539,1518,14,939,59.78731784166995,0.5513981882630957,36.98306419850334
Kansas,Harper County,5436,4874,32,336,89.6615158204562,0.5886681383370126,6.181015452538631
Kansas,Harvey County,34429,28375,552,4178,82.41598652298933,1.603299543989079,12.135118649975311
Kansas,Haskell County,3968,2616,11,1244,65.9274193548387,0.2772177419354839,31.350806451612897
Kansas,Hodgeman County,1794,1536,24,123,85.61872909698997,1.3377926421404682,6.8561872909699
Kansas,Jackson County,13171,10985,94,638,83.4029306810417,0.7136891655910713,4.843975400501102
Kansas,Jefferson County,19043,17767,135,566,93.29937509846138,0.7089219135640393,2.972220763535157
Kansas,Jewell County,2879,2733,10,74,94.92879472038904,0.3473428273706148,2.5703369225425488
Kansas,Johnson County,602401,478067,28596,47723,79.36026002612877,4.7470040720383935,7.922131603367193
Kansas,Kearny County,3838,2416,28,1252,62.94945284002085,0.7295466388744136,32.62115685252736
Kansas,Kingman County,7152,6631,28,272,92.71532438478745,0.39149888143176736,3.8031319910514534
Kansas,Kiowa County,2475,2193,30,152,88.60606060606062,1.212121212121212,6.141414141414142
Kansas,Labette County,19618,16681,808,914,85.02905494953615,4.1186665307370784,4.658986644917933
Kansas,Lane County,1535,1329,15,137,86.57980456026058,0.9771986970684041,8.925081433224756
Kansas,Leavenworth County,81758,64369,7140,5940,78.73113334474914,8.733090339783264,7.265344064189438
Kansas,Lincoln County,2962,2767,16,110,93.41661039837948,0.5401755570560431,3.7137069547602977
Kansas,Linn County,9703,9026,85,280,93.02277646088837,0.8760177264763475,2.8857054519220857
Kansas,Logan County,2794,2506,15,193,89.69219756621332,0.5368647100930566,6.907659269863994
Kansas,Lyon County,33195,23404,694,7231,70.5045940653713,2.0906763066726914,21.783401114625693
Kansas,McPherson County,28542,26043,344,1272,91.24448181627078,1.2052413986406,4.456590287996637
Kansas,Marion County,11884,10935,115,490,92.01447324133291,0.967687647256816,4.12319084483339
Kansas,Marshall County,9707,9152,55,261,94.28247656330484,0.5666014216544762,2.688781291851241
Kansas,Meade County,4033,3115,38,763,77.23778824696257,0.9422266303000248,18.918918918918923
Kansas,Miami County,34237,31572,444,1173,92.21602360019862,1.2968425971901745,3.4261179425767443
Kansas,Mitchell County,5979,5641,16,159,94.34688074928918,0.2676032781401572,2.659307576517812
Kansas,Montgomery County,31829,25048,1600,2287,78.69552923434604,5.026862295390995,7.1852712934745036
Kansas,Morris County,5620,5132,29,296,91.31672597864771,0.5160142348754448,5.266903914590747
Kansas,Morton County,2587,1851,32,584,71.5500579822188,1.236954000773096,22.574410514109005
Kansas,Nemaha County,10231,9703,69,236,94.83921415306423,0.6744208777245626,2.306714886130388
Kansas,Neosho County,16007,14262,191,937,89.09851939776348,1.1932279627662896,5.853689011057662
Kansas,Ness County,2750,2398,20,287,87.2,0.7272727272727273,10.436363636363636
Kansas,Norton County,5361,4736,182,295,88.34172728968475,3.3948890132437985,5.5027047192687935
Kansas,Osage County,15949,14842,102,551,93.05912596401028,0.6395385290613832,3.454762054047276
Kansas,Osborne County,3421,3217,17,80,94.03683133586672,0.4969307220111079,2.33849751534639
Kansas,Ottawa County,5704,5359,67,155,93.95161290322581,1.1746143057503504,2.717391304347826
Kansas,Pawnee County,6414,5399,357,469,84.17524165887123,5.565949485500468,7.312129716245713
Kansas,Phillips County,5234,4906,21,172,93.73328238440963,0.4012227741688957,3.286205578907145
Kansas,Pottawatomie County,24383,21943,261,1249,89.99302792929502,1.0704179141204937,5.122421359143666
Kansas,Pratt County,9164,8050,141,669,87.84373635966827,1.5386294194674814,7.3003055434308175
Kansas,Rawlins County,2530,2244,20,194,88.69565217391305,0.790513833992095,7.66798418972332
Kansas,Reno County,61998,52016,1902,6038,83.89948062840736,3.067840898093487,9.739023839478692
Kansas,Republic County,4636,4388,29,113,94.65056082830027,0.6255392579810182,2.4374460742018984
Kansas,Rice County,9537,7887,137,1106,82.69896193771626,1.4365104330502254,11.596938240536856
Kansas,Riley County,74232,56723,4807,6272,76.41313719150772,6.475643927147321,8.449186334734348
Kansas,Rooks County,4920,4631,39,120,94.1260162601626,0.7926829268292683,2.4390243902439024
Kansas,Rush County,3036,2812,15,127,92.62187088274044,0.4940711462450592,4.183135704874835
Kansas,Russell County,6856,6273,88,270,91.49649941656945,1.2835472578763127,3.938156359393232
Kansas,Saline County,54224,43172,1745,6412,79.61788138093833,3.2181321923871344,11.825022130421953
Kansas,Scott County,4823,3772,31,884,78.20858386896124,0.6427534729421522,18.328840970350406
Kansas,Sedgwick County,516042,348794,45184,77640,67.59023490336058,8.755876459668013,15.04528701152232
Kansas,Seward County,21428,6196,772,13531,28.915437745006532,3.602762740339742,63.1463505693485
Kansas,Shawnee County,176875,130007,13700,22671,73.50219081272084,7.745583038869256,12.817526501766784
Kansas,Sheridan County,2521,2324,15,144,92.18564061880207,0.5950019833399445,5.712019040063468
Kansas,Sherman County,5917,4968,51,736,83.96146695960793,0.8619232719283421,12.43873584586784
Kansas,Smith County,3583,3376,10,84,94.22271839240858,0.2790957298353335,2.3444041306168013
Kansas,Stafford County,4156,3450,19,555,83.01251203079883,0.4571703561116458,13.354186717998074
Kansas,Stanton County,2006,1145,13,762,57.07876370887339,0.6480558325024925,37.986041874376866
Kansas,Stevens County,5485,3250,29,2052,59.252506836827706,0.528714676390155,37.41112123974476
Kansas,Sumner County,22836,20373,267,1281,89.21439831844454,1.1692065160273253,5.609563846558067
Kansas,Thomas County,7777,6910,80,582,88.85174231708885,1.0286742960010289,7.4836055034074835
Kansas,Trego County,2803,2644,19,74,94.32750624331074,0.6778451658936854,2.640028540849091
Kansas,Wabaunsee County,6931,6335,44,317,91.40095224354351,0.6348290290001443,4.573654595296494
Kansas,Wallace County,1518,1339,8,138,88.20816864295126,0.5270092226613966,9.090909090909092
Kansas,Washington County,5406,5046,29,216,93.34073251942286,0.536440991490936,3.9955604883462814
Kansas,Wichita County,2119,1407,25,650,66.39924492685229,1.1798017932987257,30.67484662576687
Kansas,Wilson County,8525,7801,41,312,91.50733137829913,0.4809384164222874,3.659824046920821
Kansas,Woodson County,3138,2893,18,104,92.19247928616952,0.5736137667304015,3.31421287444232
Kansas,Wyandotte County,165429,66595,35637,49366,40.25594061500704,21.542172170538414,29.841200756820143
Kentucky,Adair County,19202,17864,537,415,93.03197583585043,2.796583689199041,2.1612332048744918
Kentucky,Allen County,21315,20160,250,515,94.58128078817734,1.172882946281961,2.41613886934084
Kentucky,Anderson County,22747,21257,467,438,93.44968567283595,2.053017980393019,1.9255286411394912
Kentucky,Ballard County,7888,7260,268,117,92.03853955375256,3.3975659229208923,1.483265720081136
Kentucky,Barren County,44249,39813,1786,1525,89.97491468733757,4.036249406766256,3.446405568487424
Kentucky,Bath County,12500,11855,166,215,94.84,1.3279999999999998,1.7200000000000002
Kentucky,Bell County,26032,24475,623,305,94.01889981561155,2.3932083589428395,1.171634910878918
Kentucky,Boone County,133581,116598,4945,5861,87.28636557594268,3.7018737694732033,4.387600032938817
Kentucky,Bourbon County,19788,16832,1116,1350,85.0616535273903,5.639781685870224,6.822316555488174
Kentucky,Boyd County,46718,43472,1285,877,93.05192859283359,2.750545828160452,1.8772207714371336
Kentucky,Boyle County,30060,25609,2392,1037,85.1929474384564,7.957418496340653,3.4497671324018637
Kentucky,Bracken County,8303,7957,52,141,95.8328315066843,0.6262796579549561,1.698181380224015
Kentucky,Breathitt County,12630,12165,74,146,96.31828978622327,0.5859065716547901,1.1559778305621538
Kentucky,Breckinridge County,20477,19185,430,398,93.69048200419981,2.0999169800263715,1.943644088489525
Kentucky,Bullitt County,81676,76748,1088,1872,93.9664038395612,1.332092658798178,2.2919829570498065
Kentucky,Butler County,12879,12155,82,435,94.37844553148537,0.6366953956052489,3.3775914279058936
Kentucky,Caldwell County,12747,11579,682,216,90.83705970032166,5.350278496901232,1.6945163567898325
Kentucky,Calloway County,39001,35019,1521,1066,89.79000538447733,3.8999000025640367,2.733263249660265
Kentucky,Campbell County,93584,86298,2720,2022,92.21448110788172,2.906479740126517,2.160625747991109
Kentucky,Carlisle County,4760,4433,65,117,93.13025210084032,1.365546218487395,2.457983193277311
Kentucky,Carroll County,10631,9374,183,742,88.1760887969147,1.7213808672749509,6.979587997366194
Kentucky,Carter County,26797,25843,176,385,96.43989998880473,0.6567899391722954,1.4367279919393965
Kentucky,Casey County,16159,15262,158,476,94.44891391794044,0.9777832786682344,2.9457268395321488
Kentucky,Christian County,70461,45968,15145,5731,65.2389264983466,21.494159889868158,8.13357744000227
Kentucky,Clark County,36263,32625,1713,1112,89.96773570857347,4.723823180652456,3.0664865013926037
Kentucky,Clay County,19901,18399,782,423,92.4526405708256,3.9294507813677706,2.1255213305864022
Kentucky,Clinton County,10218,9700,51,294,94.93051477784306,0.4991192014092778,2.8772753963593662
Kentucky,Crittenden County,8806,8452,90,107,95.98001362707242,1.0220304337951398,1.2150806268453327
Kentucky,Cumberland County,6614,6176,191,100,93.37768370123979,2.887813728454793,1.5119443604475356
Kentucky,Daviess County,101511,88905,5002,3351,87.58164139846913,4.927544798100698,3.3011200756568257
Kentucky,Edmonson County,12150,11508,230,179,94.71604938271605,1.8930041152263373,1.4732510288065843
Kentucky,Elliott County,7517,7047,279,88,93.74750565385126,3.711587069309565,1.1706797924704004
Kentucky,Estill County,14106,13683,62,177,97.00127605274349,0.43952927832128175,1.2547851977881752
Kentucky,Fayette County,323152,228471,48647,23960,70.70078477001533,15.053906520770411,7.414467495172551
Kentucky,Fleming County,14581,13942,205,214,95.61758452781015,1.4059392359920444,1.4676633975721831
Kentucky,Floyd County,35589,34455,382,327,96.81362218663072,1.0733653657028857,0.9188232318974964
Kentucky,Franklin County,50991,41535,5288,1836,81.45555097958464,10.370457531721287,3.6006354062481614
Kentucky,Fulton County,5969,4171,1444,137,69.87770145753058,24.19165689395208,2.2951918244262015
Kentucky,Gallatin County,8869,8072,125,460,91.01364302627128,1.4094035404216938,5.186605028751832
Kentucky,Garrard County,17666,16611,359,383,94.02807653118984,2.032152156685158,2.1680063398618814
Kentucky,Grant County,25069,23639,227,721,94.29574374725756,0.9055008177430292,2.8760620686904144
Kentucky,Graves County,37266,32067,1492,2680,86.04894541941717,4.00364943916707,7.191541888048088
Kentucky,Grayson County,26427,25313,309,371,95.784614220305,1.1692587126802134,1.4038672569720358
Kentucky,Green County,10941,10298,216,210,94.12302348962618,1.9742253907321088,1.919385796545105
Kentucky,Greenup County,35098,33717,286,400,96.06530286626014,0.8148612456550232,1.1396660778391932
Kentucky,Hancock County,8722,8306,125,144,95.23045173125429,1.4331575326759918,1.6509974776427423
Kentucky,Hardin County,110958,84071,13464,6490,75.76830872942917,12.134321094468177,5.849060004686457
Kentucky,Harlan County,26010,24714,534,282,95.0173010380623,2.053056516724337,1.0841983852364474
Kentucky,Harrison County,18886,17641,363,468,93.4078153129302,1.9220586677962512,2.4780260510431003
Kentucky,Hart County,19035,17376,856,355,91.28447596532699,4.4969792487522975,1.8649855529288155
Kentucky,Henderson County,45210,38917,3726,1275,86.08051316080511,8.241539482415394,2.8201725282017254
Kentucky,Henry County,16126,14687,451,545,91.0765223862086,2.796725784447476,3.379635371449832
Kentucky,Hickman County,4380,3757,411,89,85.77625570776256,9.383561643835618,2.031963470319635
Kentucky,Hopkins County,44686,39425,2963,977,88.22673768070536,6.630712079846037,2.186367094839547
Kentucky,Jackson County,13329,13040,39,121,97.83179533348337,0.2925950934053567,0.9077950333858504
Kentucky,Jefferson County,766757,510479,168157,45355,66.57637295779497,21.930937702557653,5.91517260357584
Kentucky,Jessamine County,54115,47796,2441,1998,88.32301579968586,4.510764113462072,3.692137115402384
Kentucky,Johnson County,22188,21519,89,193,96.9848566792861,0.4011177212907878,0.8698395529114837
Kentucky,Kenton County,166998,147373,7979,5737,88.2483622558354,4.777901531754871,3.4353704834788443
Kentucky,Knott County,14806,14338,139,156,96.8391192759692,0.9388085911117114,1.053626908010266
Kentucky,Knox County,31145,29749,402,412,95.51773960507305,1.2907368759030342,1.3228447583881842
Kentucky,Larue County,14398,13158,428,463,91.38769273510212,2.972635088206696,3.2157244061675234
Kentucky,Laurel County,60813,58163,463,982,95.64237909657473,0.7613503691644878,1.6147863121372072
Kentucky,Lawrence County,15317,14767,63,213,96.40921851537507,0.4113076973297643,1.390611738591108
Kentucky,Lee County,7403,6975,206,100,94.21856004322572,2.7826556801296767,1.3508037282182899
Kentucky,Leslie County,9877,9610,40,77,97.29675002531131,0.4049812696162803,0.7795889440113395
Kentucky,Letcher County,21553,21002,130,181,97.44351134412844,0.6031642926738737,0.8397902844151626
Kentucky,Lewis County,13275,12967,55,105,97.6798493408663,0.41431261770244815,0.7909604519774011
Kentucky,Lincoln County,24549,23138,523,425,94.25231170312435,2.1304330115279653,1.7312314147215773
Kentucky,Livingston County,9194,8698,53,229,94.60517728953664,0.5764629105938656,2.4907548401131168
Kentucky,Logan County,27102,23953,1669,808,88.38093129658327,6.158217105748652,2.9813297911593235
Kentucky,Lyon County,8210,7369,474,183,89.75639464068213,5.773447015834348,2.2289890377588306
Kentucky,McCracken County,65418,54320,7094,1780,83.03525023693786,10.844110183741476,2.7209636491485525
Kentucky,McCreary County,17231,15364,958,466,89.16487725610818,5.55974696767454,2.704428065695549
Kentucky,McLean County,9207,8800,80,163,95.57945041816008,0.8689040947105463,1.770392092972738
Kentucky,Madison County,92987,83207,4101,2468,89.48240076569843,4.4102939120522215,2.654134448901459
Kentucky,Magoffin County,12161,11845,29,146,97.40152947948359,0.23846723131321435,1.2005591645423896
Kentucky,Marion County,19273,16905,1325,522,87.71338141441393,6.874902713640844,2.708452238883412
Kentucky,Marshall County,31100,29851,152,581,95.983922829582,0.4887459807073954,1.8681672025723477
Kentucky,Martin County,11195,9868,768,395,88.14649397052256,6.860205448861097,3.5283608753907987
Kentucky,Mason County,17070,15079,1048,363,88.33626244874048,6.139425893380199,2.1265377855887526
Kentucky,Meade County,28572,25423,1057,1118,88.97872042559149,3.6994260114797717,3.9129217415651687
Kentucky,Menifee County,6489,6134,177,77,94.52920326706733,2.7276930189551543,1.186623516720604
Kentucky,Mercer County,21933,19900,750,674,90.73086217115758,3.4195048556968954,3.0729950303196096
Kentucky,Metcalfe County,10071,9542,170,207,94.74729421110119,1.6880150928408302,2.055406613047364
Kentucky,Monroe County,10650,9925,229,332,93.1924882629108,2.150234741784037,3.1173708920187795
Kentucky,Montgomery County,28157,26133,694,797,92.81173420463828,2.4647512163937924,2.830557232659729
Kentucky,Morgan County,13309,12276,635,138,92.2383349613044,4.771207453602826,1.0368923284995115
Kentucky,Muhlenberg County,30622,28152,1464,475,91.93390372934492,4.7808764940239055,1.5511723597413625
Kentucky,Nelson County,46233,41794,2313,1021,90.39863301105272,5.0029199922133545,2.208379296173729
Kentucky,Nicholas County,7269,6939,61,177,95.46017333883616,0.8391800797908929,2.434997936442427
Kentucky,Ohio County,23994,22560,252,851,94.0235058764691,1.0502625656414104,3.5467200133366674
Kentucky,Oldham County,66799,58946,2773,2688,88.24383598556865,4.151259749397447,4.024012335514005
Kentucky,Owen County,10901,10331,123,294,94.7711219154206,1.1283368498302908,2.6970002752041102
Kentucky,Owsley County,4415,4249,22,76,96.24009060022652,0.4983012457531144,1.7214043035107591
Kentucky,Pendleton County,14590,13967,134,219,95.72995202193285,0.9184372858122,1.5010281014393418
Kentucky,Perry County,25758,24446,412,285,94.906436835158,1.599503067008308,1.1064523643139994
Kentucky,Pike County,57876,56024,432,604,96.80005529062132,0.7464233879328219,1.0436104775727415
Kentucky,Powell County,12359,11783,131,228,95.33942875637187,1.059956307144591,1.8448094506028
Kentucky,Pulaski County,64979,61139,709,1667,94.09039843641793,1.0911217470259622,2.56544422044045
Kentucky,Robertson County,2108,2016,22,34,95.63567362428844,1.0436432637571158,1.6129032258064515
Kentucky,Rockcastle County,16695,16178,72,170,96.90326445043428,0.431266846361186,1.018268942797245
Kentucky,Rowan County,24460,23110,405,429,94.4807849550286,1.6557645134914147,1.7538838920686841
Kentucky,Russell County,17923,16696,144,715,93.15404787145008,0.8034369246219941,3.9892875076717065
Kentucky,Scott County,57004,49587,3030,2449,86.98863237667533,5.315416462002666,4.296189741070801
Kentucky,Shelby County,49024,39255,3338,4808,80.07302545691905,6.8089099216710185,9.807441253263708
Kentucky,Simpson County,18572,15777,1728,475,84.950463062675,9.304329097566226,2.5576136118888653
Kentucky,Spencer County,19351,18103,335,539,93.55072089297713,1.7311766833755362,2.7853857681773557
Kentucky,Taylor County,25769,23024,1324,653,89.34766579999226,5.137956459311576,2.534052543754123
Kentucky,Todd County,12294,10544,953,537,85.7654140231007,7.751748820562877,4.367984382625672
Kentucky,Trigg County,14651,12879,1002,354,87.90526243942392,6.8391236093099455,2.4162173230496213
Kentucky,Trimble County,8471,7933,46,281,93.64891984417423,0.5430291583048046,3.3171998583402202
Kentucky,Union County,14381,11804,1867,300,82.08052291217578,12.982407343022047,2.0860858076628883
Kentucky,Warren County,132896,103135,12621,7469,77.60579701420659,9.496899831447145,5.6201842041897425
Kentucky,Washington County,12095,10631,657,483,87.89582472095906,5.431996692848284,3.99338569656883
Kentucky,Wayne County,20333,18860,325,745,92.75561894457287,1.5983868588009638,3.6639944917129785
Kentucky,Webster County,12942,11423,496,728,88.26301962602379,3.8324833874207997,5.625096584762788
Kentucky,Whitley County,36264,34719,309,524,95.73957643944408,0.8520847121111847,1.4449591881756012
Kentucky,Wolfe County,7157,6951,24,71,97.12169903590888,0.3353360346513902,0.9920357691770296
Kentucky,Woodford County,26734,22981,1274,1835,85.96169671579261,4.765467195331787,6.863918605521062
Louisiana,Acadia Parish,62045,47971,11009,1732,77.31646385687806,17.74357321299057,2.7915222822145216
Louisiana,Allen Parish,25627,18158,5721,588,70.85495766184103,22.324111288875013,2.294455066921606
Louisiana,Ascension Parish,126604,85493,29829,7542,67.52788221541185,23.560866955230487,5.957157751729803
Louisiana,Assumption Parish,21891,14316,6405,728,65.39673838563792,29.258599424420996,3.3255675848522217
Louisiana,Avoyelles Parish,40144,26066,11832,829,64.93124750896772,29.473893981666002,2.065065763252292
Louisiana,Beauregard Parish,37497,30188,4420,1438,80.50777395524975,11.787609675440702,3.8349734645438303
Louisiana,Bienville Parish,13241,7217,5458,279,54.50494675628728,41.22045162752058,2.107091609395061
Louisiana,Bossier Parish,127039,83748,28805,8760,65.92306299640268,22.674139437495576,6.8955202733019005
Louisiana,Caddo Parish,240204,106406,119131,6888,44.29817988043496,49.59576027043679,2.8675625718139583
Louisiana,Calcasieu Parish,203436,135584,51880,8351,66.64700446332016,25.501877740419587,4.104976503667002
Louisiana,Caldwell Parish,9918,7842,1574,315,79.06836055656382,15.870135107884655,3.1760435571687835
Louisiana,Cameron Parish,6973,6227,273,296,89.30159185429514,3.9151011042592856,4.244944787035711
Louisiana,Catahoula Parish,9494,6280,2895,165,66.14704023593848,30.492942911312408,1.7379397514219506
Louisiana,Claiborne Parish,15670,7020,8074,243,44.79897894065093,51.525207402680294,1.5507338864071474
Louisiana,Concordia Parish,19259,10964,7622,330,56.929227893452406,39.57630198868061,1.7134846046004464
Louisiana,De Soto Parish,27463,16232,9682,822,59.10497760623385,35.25470633215599,2.9931180133270217
Louisiana,East Baton Rouge Parish,440059,193710,205346,19380,44.01909743920702,46.66328833179189,4.403954924226071
Louisiana,East Carroll Parish,6861,1885,4672,187,27.474129135694504,68.09502987902638,2.7255502113394554
Louisiana,East Feliciana Parish,19135,10324,8082,343,53.95348837209302,42.23673896002091,1.7925267833812388
Louisiana,Evangeline Parish,33395,22219,9104,1349,66.53391226231471,27.26156610270999,4.03952687528073
Louisiana,Franklin Parish,20015,12997,6356,336,64.9362977766675,31.75618286285285,1.6787409442917811
Louisiana,Grant Parish,22389,17165,3390,1144,76.66711331457412,15.141364062709364,5.1096520612800935
Louisiana,Iberia Parish,69830,40943,22507,3005,58.632392954317616,32.23113275096664,4.3033080337963625
Louisiana,Iberville Parish,32511,15498,15568,903,47.67001937805666,47.88533111869828,2.7775214542770144
Louisiana,Jackson Parish,15744,10664,4428,278,67.73373983739839,28.125,1.7657520325203253
Louisiana,Jefferson Parish,432493,224687,116992,64527,51.951592280106276,27.05061122376547,14.91977904844703
Louisiana,Jefferson Davis Parish,31368,24386,5100,854,77.74164753889316,16.258607498087226,2.722519765365978
Louisiana,Lafayette Parish,244390,159353,64672,11264,65.20438643152337,26.462621220180853,4.609026555914727
Louisiana,Lafourche Parish,97614,74998,12968,4268,76.83119224701375,13.284979613580019,4.372323642100518
Louisiana,LaSalle Parish,14892,12308,1762,427,82.64840182648402,11.83185603008327,2.8673113080848776
Louisiana,Lincoln Parish,46742,25069,18778,1453,53.63270720123229,40.17371956698472,3.1085533353301096
Louisiana,Livingston Parish,140789,122156,9756,5720,86.76530126643415,6.929518641371129,4.062817407609969
Louisiana,Madison Parish,10951,3716,6815,244,33.93297415761117,62.231759656652365,2.2281070221897545
Louisiana,Morehouse Parish,24874,12199,11831,382,49.04317761518051,47.56372115461927,1.5357401302564928
Louisiana,Natchitoches Parish,38158,20135,15639,959,52.76744064154306,40.98485245557943,2.5132344462498044
Louisiana,Orleans Parish,390144,120582,230418,21484,30.90704970472441,59.05973179133858,5.5066847112860895
Louisiana,Ouachita Parish,153279,88678,57331,3438,57.85397869244972,37.40303629329522,2.242968704127767
Louisiana,Plaquemines Parish,23197,14627,4796,1826,63.0555675302841,20.675087295771007,7.871707548389878
Louisiana,Pointe Coupee Parish,21730,13128,7644,618,60.41417395306029,35.17717441325357,2.8439944776806265
Louisiana,Rapides Parish,129648,79127,41106,4194,61.03217943971368,31.705849685301747,3.2349129951869666
Louisiana,Red River Parish,8442,4738,3325,232,56.124141198768065,39.38640132669985,2.748163942193793
Louisiana,Richland Parish,20122,12215,7102,481,60.70470132193618,35.29470231587317,2.3904184474704304
Louisiana,Sabine Parish,23884,16099,3967,937,67.40495729358564,16.609445653994307,3.9231284541952776
Louisiana,St. Bernard Parish,47244,29127,10963,4876,61.65227330454661,23.205063076792822,10.320887308441284
Louisiana,St. Charles Parish,53100,34417,13760,3384,64.81544256120527,25.91337099811676,6.372881355932203
Louisiana,St. Helena Parish,10132,4509,5232,206,44.502566127122,51.63837347019345,2.033162258191868
Louisiana,St. James Parish,21096,10215,10222,387,48.42150170648464,48.454683352294275,1.834470989761092
Louisiana,St. John the Baptist Parish,42837,14175,24648,2857,33.090552559703056,57.539043350374676,6.669467983285477
Louisiana,St. Landry Parish,82124,44744,33817,1940,54.483464030003404,41.177974769860214,2.3622814280843603
Louisiana,St. Martin Parish,53431,34546,15841,1603,64.65534989051297,29.647582863880515,3.000131010087777
Louisiana,St. Mary Parish,49348,27679,15434,3548,56.08940585231418,31.275836913350087,7.189754397341331
Louisiana,St. Tammany Parish,260419,203145,32486,15316,78.0069810574497,12.474512228370434,5.88129130362992
Louisiana,Tangipahoa Parish,134758,85043,40539,5941,63.10794164353878,30.082815120438124,4.408643642677987
Louisiana,Tensas Parish,4334,1818,2342,103,41.947392708814036,54.03784033225657,2.3765574526995845
Louisiana,Terrebonne Parish,110461,73459,20920,5666,66.5022043979323,18.93881098306189,5.129412190727949
Louisiana,Union Parish,22108,15278,5446,1079,69.10620589831734,24.633616790302156,4.880586213135516
Louisiana,Vermilion Parish,59511,46681,8375,2164,78.44096049469846,14.073028515736587,3.6363025323049514
Louisiana,Vernon Parish,47429,33168,6605,4479,69.9318982057391,13.926078981214024,9.44358936515634
Louisiana,Washington Parish,46194,30229,13894,1151,65.43923453262329,30.07749924232584,2.4916655842750144
