STNAME,CTYNAME,NHWA,NHBA,NHIA,NHAA,NHNA,H,NHWA_perc,NHBA_perc,NHIA_perc,NHAA_perc,NHNA_perc,H_perc
Alabama,Dale County,33425,10058,318,697,68,3450,67.97567721467502,20.454730334336613,0.6467095094769381,1.4174733588220938,0.13829008378752133,7.016188074513952
Alabama,Dallas County,10032,26158,87,159,12,429,26.970642004516616,70.32476610388213,0.2338961178621357,0.4274653188514894,0.032261533498225616,1.1533498225615657
Alabama,DeKalb County,57103,1057,877,258,46,10774,79.84981751569643,1.4780529414232377,1.2263504537636514,0.36077356564540713,0.06432396906856096,15.065792233579906
Alabama,Elmore County,59351,16978,314,589,67,2563,73.08426405940227,20.90654976665148,0.3866566513563767,0.7252890689455602,0.08250317083081925,3.1560541319311897
Alabama,Escambia County,22094,11353,1374,111,21,952,60.311740780170894,30.991182813310402,3.7507165670297273,0.3030054868561134,0.0573253623781836,2.5987497611443233
Alabama,Etowah County,79207,15876,391,791,44,4230,77.45042437517111,15.523917549966754,0.38232878319709,0.7734579731685376,0.04302421089685923,4.136191183948058
Alabama,Fayette County,13703,1875,58,72,0,335,84.05717089927617,11.501656238498342,0.3557845663108821,0.4416635995583364,0.0,2.0549625812783705
Alabama,Franklin County,23893,1184,148,81,35,5606,76.1845545564696,3.7752694343473,0.4719086792934124,0.25827434474842165,0.11160002550857727,17.87513551431669
Alabama,Geneva County,21951,2402,240,78,11,1095,83.55601233299076,9.143161661147273,0.9135548703894028,0.2969053328765559,0.041871264892847634,4.168094096151649
Alabama,Greene County,1423,6443,19,22,0,139,17.544075946245837,79.43533473061275,0.23424978424361978,0.2712365922820861,0.0,1.713722105782271
